Repo,Scope,Pattern_raw_name,Canonical_codes,How_implemented,Notable,Source_links
modimihir07/agentic-os,pattern-donor,Resilient failover via primary/fallback agent assignment,"SA-02, SA-16","Constitution principle 5 (never block on a single point of failure) plus every skill's primary+fallback declaration means the router degrades gracefully to the fallback runtime when the primary agent is unavailable — failover is encoded at skill granularity, not just globally.",,https://raw.githubusercontent.com/modimihir07/agentic-os/main/brain/constitution.md | https://raw.githubusercontent.com/modimihir07/agentic-os/main/skills/memory-consolidation/SKILL.md
ruvnet/claude-flow,pattern-donor,queen-coordinator + worker pool (hive-mind agents),"SA-12, SA-03, SA-02","Canonical Queen+workers hive-mind. queen-coordinator.md (frontmatter: name + description only) is 'sovereign orchestrator' with hierarchical/democratic/emergency governance modes; allocates resources (30% collective-intelligence, 40% workers, 20% scouts) and delegates to collective-intelligence-coordinator, swarm-memory-manager, worker-specialist, scout-explorer. Coordination happens through the swarm/ memory namespace, not direct calls.",★,https://raw.githubusercontent.com/ruvnet/claude-flow/main/.claude/agents/hive-mind/queen-coordinator.md | https://github.com/ruvnet/claude-flow/tree/main/.claude/agents/hive-mind
ruvnet/claude-flow,pattern-donor,.claude/agents/* (74+ markdown agent definitions),"SA-09, SA-01, SA-02","Agents are markdown files with YAML frontmatter (in practice mostly name+description; richer ones exist) under domain dirs: core (coder/tester/reviewer/architect), consensus (byzantine/raft/gossip/quorum/crdt), github, neural, sona, sparc, optimization, testing, specialized/mobile, payments. Each .md is a system prompt with Core Responsibilities + Implementation Approach + Collaboration (named integration points to sibling agents). Frontmatter-only agent persona files = SA-09.",★,https://github.com/ruvnet/claude-flow/tree/main/.claude/agents | https://raw.githubusercontent.com/ruvnet/claude-flow/main/.claude/agents/core/coder.md
ruvnet/claude-flow,pattern-donor,consensus coordinators (byzantine / quorum / crdt),"SA-08, SA-12","Dedicated consensus-protocol agents implement multi-agent agreement: byzantine-coordinator runs 3-phase PBFT tolerating f<n/3 malicious nodes with cryptographic message validation and partition recovery, collaborating with Security Manager / Quorum Manager / CRDT Synchronizer. Realizes adaptive-consensus/graph-verified debate as first-class agents.",★,https://raw.githubusercontent.com/ruvnet/claude-flow/main/.claude/agents/consensus/byzantine-coordinator.md
ruvnet/claude-flow,pattern-donor,swarm-memory-manager / scout-explorer specialist roles,"SA-01, SA-13","Beyond doers, the hive splits out infrastructure personas: swarm-memory-manager owns state persistence/records (the memory-transfer bridge to fresh agents) and scout-explorer does environmental scanning/threat detection — a separation of coordination, memory, and exploration as distinct agents.",,https://github.com/ruvnet/claude-flow/tree/main/.claude/agents/hive-mind
smixs/agent-second-brain,pattern-donor,inbox-processor (agent .md),"SA-09, SA-01","Agent defined as markdown + frontmatter (name, description). GTD decision-tree persona: loads unprocessed daily-note items, classifies (non-actionable useful->reference / not useful->delete / actionable <2min->do now / >2min->task or project), marks processed, reports counts via Telegram HTML. Invoked on heavy inbox, weekly review, or /inbox.",,https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/agents/inbox-processor.md
smixs/agent-second-brain,pattern-donor,note-organizer (agent .md),"SA-09, SA-01",Markdown+frontmatter agent for graph hygiene: 7-step scan -> orphan detection (no incoming links + not in any MOC) -> link suggestions ranked by topic/temporal/goal overlap -> duplicate flagging (title fuzzy + phrase overlap + tag match) -> MOC refresh. Reports connectivity % = (notes with 2+ links / total) x 100.,,https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/agents/note-organizer.md
smixs/agent-second-brain,pattern-donor,autograph Phase-2B classification swarm (haiku->sonnet two-wave),"SA-05, SA-03, SA-16, SA-15","Bootstrap fan-out: swarm_prepare.py bins the whole vault into ~50K-token batches, dispatches each to a HAIKU model for cheap initial classification (Wave 1); swarm_reduce.py consolidates and sends to a SONNET model for final schema validation (Wave 2). Model-tiered (cheap-triage/frontier-validate), parallel-by-batch, map-reduce shape. Hard rule: 'Always run Phase 2B — script alone cannot classify unstructured content.' Runs with NO API key, driven through the subscription session.",★,https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/skills/autograph/SKILL.md
smixs/agent-second-brain,pattern-donor,isolated cron-session (fresh-context scheduled run),"SA-13, CM-07","Scheduled jobs run in a 'separate cron-session' with NO access to the live conversation context, so each scheduled prompt must be fully self-contained (paths/criteria/instructions embedded). Distinct from the one long-lived interactive main session — a deliberate one-task-one-clean-context split, both billed under the subscription, with results delivered back to Telegram.",★,https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/skills/cron/SKILL.md | https://github.com/smixs/agent-second-brain/tree/main/src/d_brain/services
amanaiproduct/personal-os,pm-core,Subagent tutorial — .claude/agents/ & .factory/droids/ markdown definitions,SA-09,"examples/tutorials/subagents.md teaches (not ships) the agent-definition-as-markdown pattern: a subagent is a .md file with YAML frontmatter (name/description/tools) + a system prompt body, placed in .claude/agents/ or .factory/droids/, invoked explicitly via the /agents command. Worked example is a blog-writing agent; another walkthrough has Claude Code read context files and synthesize a PRD-writer agent. Deliberately minimal — 'your first subagent can be 10 lines', sequential single-agent use, no parallel fan-out or orchestration.",,https://raw.githubusercontent.com/amanaiproduct/personal-os/main/examples/tutorials/subagents.md
itseffi/personal-os,pm-core,Optional subagent delegation pattern (Research → Planning → Verification),"SA-15, SA-03, SA-06","AGENTS.md defines an OPTIONAL, runtime-permitting subagent chain in fixed order: (1) Research subagent extracts facts/constraints from target files only; (2) Planning subagent produces actionable steps tied to goals + task schema; (3) Verification subagent checks outputs/validations/completion evidence. Main agent defines scope, prevents overlap, and synthesizes one final answer. Explicitly forbidden for simple single-file edits / status updates / one-step requests.",★,https://raw.githubusercontent.com/itseffi/personal-os/main/AGENTS.md
itseffi/personal-os,pm-core,Subagent Output Contract (context firewall),"SA-13, CM-06","Every subagent response MUST include three fields — assumptions made, result summary, and checks run (or explicitly 'not run'). The main agent consumes only this compact structured report and produces the single final response, so each subagent's raw file-reading output stays out of the main context.",★,https://raw.githubusercontent.com/itseffi/personal-os/main/AGENTS.md
product-on-purpose/pm-skills,pm-core,pm-critic (adversarial artifact reviewer),"SA-07, SA-06, SA-09, SA-17","Read-only, single-turn, isolated sub-agent (tools: no write) that stress-tests a PM artifact against its originating skill's SKILL.md contract read at invocation time. Grades findings P0–P3, maps artifact type → standards doc (PRD→deliver-prd+deliver-edge-cases, OKR→foundation-okr-writer, persona→foundation-persona, etc.), checks cross-artifact coherence (does PRD metric match hypothesis measurement plan?), falsifiability, evidence traceability. Every finding must carry a concrete fix ('this is unclear' is invalid). Has a refusal protocol returning a P0 when inputs are incomplete/out-of-scope/placeholder. Fresh-context skeptic that never authors.",★,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/agents/pm-critic.md
product-on-purpose/pm-skills,pm-core,pm-workflow-orchestrator (governed multi-skill runner),"SA-03, SA-02, SA-09, SA-17","frontmatter: tools: Skill,Read,Grep,Glob,Bash,Edit; model: inherit; memory: none; explicit-invocation-only. Two input modes — Mode A parses a foundation-prioritized-action-plan output (extracts Section-7 prompt blocks in order, top-3 executable cap) or Mode B a user-named chain. Per step it classifies the result PRODUCED / EMPTY / FAILED and runs either CHECKPOINTED (pause for approve/edit/skip/redo after each step) or GUARDED-AUTO (--auto: advance on PRODUCED, force pause on EMPTY, halt on FAILED). Steps are ORDERED-INDEPENDENT by default (no artifact threading) unless --thread; persists artifacts to disk per run.",★,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/agents/pm-workflow-orchestrator.md
product-on-purpose/pm-skills,pm-core,pm-skill-router (internal dispatch engine),"SA-02, SA-09",Non-user-facing dispatcher sub-agent that scores an incoming query against every skill description: field and routes to the single best-matching skill — a 'key-free engine' selecting on semantic intent. This is the runtime arm of the trigger-fixtures/router-eval testing.,★,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/AGENTS.md | https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/.claude-plugin/plugin.json
product-on-purpose/pm-skills,pm-core,pm-skill-auditor (catalog governance),"SA-01, SA-09",Cross-cutting repo-governance sub-agent that lints the skill catalog against structural and quality criteria (the structural-compliance role pm-critic explicitly defers to). Complements the CI validators with an agent-driven audit pass.,,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/AGENTS.md | https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/agents/pm-critic.md
product-on-purpose/pm-skills,pm-core,pm-release-conductor (6-gate release runbook),"SA-01, SA-09, SA-15","Orchestrates a 6-gate (G0–G4) pre-tag release runbook, validating gate-to-gate progression and refusing gate bypasses — a sequential gated pipeline agent for release governance. Also owns style-rule enforcement at release time.",★,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/AGENTS.md
product-on-purpose/pm-skills,pm-core,pm-changelog-curator (git-log → release notes),"SA-01, SA-09","Generates CHANGELOG entries from the git log following conventional-commits, referencing only public paths and GitHub issues/PRs (per CLAUDE.md public-vs-private rules).",,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/AGENTS.md | https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/CLAUDE.md
anombyte93/prd-taskmaster,pm-framework,research-expander (agents/research-expander.md),"SA-09, SA-05, SA-17, SA-06","Markdown+YAML-frontmatter agent (name, description, tools: Read/WebSearch/WebFetch/Bash — a least-privilege, READ-ONLY allowlist; no Write/Edit). Takes one TaskMaster task, runs 3-5 targeted queries (prefers task-master research / MCP over raw WebSearch), returns a 25-40 line cited summary and NOTHING else — the parent does the tasks.json writeback. Up to 5 run concurrently per dependency wave (fan-out). Constraints: no hallucinated sources, flag unresolved questions, graceful tool-fallback.",★,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/agents/research-expander.md | https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/expand-tasks/SKILL.md
anombyte93/prd-taskmaster,pm-framework,Atlas Fleet workers (model-agnostic worktree executors),"SA-03, SA-10, SA-11, SA-16, SA-05","The execute-fleet orchestrator is a planner/manager that splits the graph into file-disjoint dependency waves, then spawns model-agnostic workers each in its own git worktree+branch with task JSON embedded in-prompt. Workers route by a capability ladder ('Fable for hardest/frontier tier down to haiku for trivial'). They report via durable inbox with 4 fixed terminal statuses; verified branches merge one-at-a-time into fleet-integration behind a checker gate between merges — the canonical dependency-wave fleet pattern. Sole-writer rule keeps the control plane race-free.",★,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/execute-fleet/SKILL.md | https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/README.md
anombyte93/prd-taskmaster,pm-framework,Per-task execution subagent with complexity-tiered model + triple checkers,"SA-16, SA-07, SA-06","In execute-task step 7, the implementation subagent is dispatched on a complexity→model tier (1-4 fast/haiku-class, 5-7 standard, 8-10 capable/frontier) so nothing defaults to an expensive model. Step 9 then runs 'three independent checkers' plus a fresh-context reachability sweep and a hard exit-code oracle against the spec — adversarial/fresh-context verification so the builder cannot self-certify.",★,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/execute-task/SKILL.md
anombyte93/prd-taskmaster,pm-framework,Tournament marketplace executors (commit-reveal + watcher),"SA-05, SA-07, SA-08","CLAUDE.md describes (roadmap/north-star) a 'tournament marketplace' where N executors race one job, are adjudicated through Gate 5 + Gate 6, and the winner is paid in AtlasCoin; security uses commit-reveal sha256(diff base..HEAD) to defeat diff-copy attacks, with an independent 'watcher' re-execution and fail-closed slashing. This is an adversarial multi-executor consensus design (described in the constitution, not all shipped).",,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/CLAUDE.md
automazeio/ccpm,pm-framework,Parallel stream agents launched from <N>-analysis.md,"SA-05, SA-03, SA-17","execute.md: after structure produces a task, an analysis file (.claude/epics/<epic>/<N>-analysis.md) splits one issue into independent work streams ('### Stream A: <Name> / Scope / Files / Can Start: immediately / Dependencies'). The orchestrator launches one Task agent per stream that can start immediately (max 5 concurrent), each scoped to its assigned files only, with dependent streams queued until prerequisites finish. This is planner->worker fan-out with least-privilege file scoping, not role personas.",★,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/execute.md | https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/structure.md
automazeio/ccpm,pm-framework,git worktree isolation for epic agents,SA-10,"sync.md creates one worktree per epic: `git worktree add ../epic-<name> -b epic/<name>` off a freshly pulled main. All of that epic's parallel agents operate inside this single worktree (file-scope isolation prevents collisions), keeping main stable and giving clean git isolation; coordination is via frequent 'Issue #N' commits, agents check `git status <file>` before touching shared files, and '--force' is forbidden.",★,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/sync.md | https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/execute.md
automazeio/ccpm,pm-framework,Dependency-gated stream scheduling,SA-11,"depends_on / parallel / conflicts_with frontmatter on task files plus 'Can Start / Dependencies' fields in the analysis streams gate which agents may run: independent streams fan out immediately, blocked ones wait for prerequisites, and conflicts_with marks tasks touching identical files as non-concurrent — a dependency-wave fleet, capped at 5 concurrent.",,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/execute.md | https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/structure.md
automazeio/ccpm,pm-framework,Parallel sub-agents for sync/decomposition,SA-05,"Both sync.md and structure.md offload bulk work to parallel Task agents: when >5 tasks must become GitHub issues, batches of 3-4 are created concurrently by parallel agents; medium/large epic decomposition similarly batches task-file creation across up to 5 agents. Fan-out is used for throughput on the metadata operations themselves, not just code.",,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/sync.md | https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/structure.md
bmad-code-org/BMAD-METHOD,pm-framework,Named persona roster — John(PM)/Mary(Analyst)/Sally(UX)/Winston(Architect)/Amelia(Dev)/Paige + tech-writer,"SA-01, SA-09","Each persona is a SKILL.md (agent-* folder) + customize.toml defining role/identity/communication_style/principles/icon, plus a deterministic 8-step activation (resolve customize → prepend steps → adopt persona → load persistent facts → resolve config → greet by name w/ icon → append steps → dispatch/menu). Persona persists across skill invocations (icon-prefixed every message) until dismissed. Roster centrally declared in config.yaml with codes/titles/icons.",★,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/bmm-skills/2-plan-workflows/bmad-agent-pm/SKILL.md | https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/bmm-skills/module.yaml
bmad-code-org/BMAD-METHOD,pm-framework,Agent-as-router → component workflow skills,SA-02,"Persona agents are dispatchers: PM's menu routes to bmad-prd / create-epics-and-stories / check-implementation-readiness / correct-course; analyst, architect, dev each front their phase's skills. The agent is the human-facing orchestrator; the actual work lives in the routed component skills (skill:name invocation only, enforced by the validator).",★,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/bmm-skills/2-plan-workflows/bmad-agent-pm/customize.toml
bmad-code-org/BMAD-METHOD,pm-framework,Fixed SDLC pipeline (analyst→PM→UX→architect→dev),"SA-15, SA-13","The numbered phase folders enforce an ordered specialist chain — analysis (brief/PRFAQ) → planning (PRD/UX) → solutioning (architecture/epics/stories) → implementation (dev/QA/review). Each specialist hands a file artifact to the next (CM-08), and the story file specifically transfers compacted working knowledge (Dev Notes + References) to a fresh dev agent context.",★,https://github.com/bmad-code-org/BMAD-METHOD/tree/main/src/bmm-skills/1-analysis | https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/bmm-skills/4-implementation/bmad-create-story/SKILL.md
bmad-code-org/BMAD-METHOD,pm-framework,bmad-party-mode persona council,"SA-18, SA-04, SA-07","Convenes a group discussion among installed BMAD agents/custom personas in ONE session. Roster resolves via 'uv run scripts/resolve_party.py' (default group or all installed; override with --party <id> or inline cast). Default 'session' mode voices every persona inline as '{icon} **{name}:** …' short turns woven by an orchestrator; optional 'auto'/'subagent' modes spawn independent agent reasoning, 'agent-team' mode runs persistent teams. Per-party memoization persists memory across sessions.",★,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/core-skills/bmad-party-mode/SKILL.md
bmad-code-org/BMAD-METHOD,pm-framework,bmad-review-adversarial-general / bmad-review-edge-case-hunter,"SA-07, SA-06","Fresh-context skeptic reviewers: adversarial-general adopts a jaded 'expect sloppy work' persona, must surface ≥10 issues (missing elements, logical gaps, unstated assumptions), and HALTS treating zero findings as suspicious — explicitly fresh-context, no prior goodwill, focuses on what's ABSENT. edge-case-hunter is a paired critic specialist. Used to review specs/diffs/docs against confirmation bias.",★,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/core-skills/bmad-review-adversarial-general/SKILL.md | https://github.com/bmad-code-org/BMAD-METHOD/tree/main/src/core-skills
cdeust/ai-prd-generator-plugin,pm-framework,Multi-judge consensus (KS Adaptive Consensus),"SA-08, SA-05","3+ judge 'agents' score each atomic claim; the pipeline computes a Kolmogorov-Smirnov statistic across their score distribution and early-stops when stable (KS<0.1 or variance<0.02), claimed to save 30-50% of LLM calls. Implemented as step 4 of the Unified Verification Pipeline in the Swift IntelligenceEngine package, not as Claude subagent .md files.",★,https://raw.githubusercontent.com/cdeust/ai-prd-generator-plugin/main/skills/ai-prd-generator/engines-and-innovations.md
cdeust/ai-prd-generator-plugin,pm-framework,Multi-Agent Debate (variance-triggered),"SA-08, SA-06","When judges diverge (variance>0.1) the pipeline opens debate rounds: round 1 independent evals, later rounds share opinions and request reassessment, stopping at variance<0.05 or max 3 rounds. Conditionally routed by Complexity-Aware Selection only for CRITICAL claims (≥0.75).",★,https://raw.githubusercontent.com/cdeust/ai-prd-generator-plugin/main/skills/ai-prd-generator/engines-and-innovations.md
cdeust/ai-prd-generator-plugin,pm-framework,Zero-LLM Graph Verification,SA-07,"A deterministic, no-LLM verifier that builds a claim-relationship graph and detects cycles, contradictions, orphaned requirements and ranks importance via PageRank BEFORE any judge is invoked — a free fresh-context structural critic that filters problems and feeds complexity scoring. Pipeline step 3.",★,https://raw.githubusercontent.com/cdeust/ai-prd-generator-plugin/main/skills/ai-prd-generator/engines-and-innovations.md
cdeust/ai-prd-generator-plugin,pm-framework,Complexity-Aware Strategy Selection router,"SA-02, SA-16","Pipeline step 1 scores each claim's complexity and routes it: SIMPLE skips graph analysis, MODERATE adds graph checks, COMPLEX activates NLI entailment, CRITICAL triggers multi-agent debate — a dispatcher that allocates progressively more expensive verification (and which of the 15 strategies) to harder claims, i.e. effort/model-tiering by claim.",★,https://raw.githubusercontent.com/cdeust/ai-prd-generator-plugin/main/skills/ai-prd-generator/engines-and-innovations.md
cdeust/ai-prd-generator-plugin,pm-framework,Signal Bus cross-enhancement coordination,SA-12,"A pub/sub bus lets the reasoning enhancements (Buffer, Expansion, Metacognitive, Collaborative, Stall-Recovery) emit and subscribe to stall/convergence/confidence-drop signals in real time, giving bidirectional feedback loops between the engines — a shared-memory swarm coordination layer rather than isolated agents.",★,https://raw.githubusercontent.com/cdeust/ai-prd-generator-plugin/main/skills/ai-prd-generator/engines-and-innovations.md
eyaltoledano/claude-task-master,pm-framework,task-orchestrator agent,"SA-02, SA-03, SA-05, SA-09, SA-16","Markdown+frontmatter agent (name/description/model:opus/color:green). Does NOT execute work; uses MCP tools get_tasks/get_task to build a dependency graph, then for each independent task/group deploys a task-executor with a minimal-but-sufficient context packet (task id, objective, dependency info, success criteria, project context, reporting expectations). Maximizes parallelization by picking unblocked tasks and never assigning dependent tasks concurrently; on each completion it reassesses the graph for newly-unblocked work. Runs on the frontier model (opus) while delegating execution to cheaper models — explicit model tiering.",★,https://raw.githubusercontent.com/eyaltoledano/claude-task-master/main/packages/claude-code-plugin/agents/task-orchestrator.md
eyaltoledano/claude-task-master,pm-framework,task-executor agent,"SA-09, SA-16, SA-13","model:sonnet/color:blue 'implementation specialist'. Pulls full task via `task-master show <id>`, checks dependency conflicts, implements per project standards, runs the task's testStrategy, logs decisions via update-subtask, flips status in-progress→done, and returns a summary + recommended next step to the orchestrator. Operates on a fresh delegated context fed only the orchestrator's packet plus the task object it fetches itself.",★,https://raw.githubusercontent.com/eyaltoledano/claude-task-master/main/packages/claude-code-plugin/agents/task-executor.md
eyaltoledano/claude-task-master,pm-framework,task-checker agent,"SA-07, SA-06, SA-17, SA-16","model:sonnet/color:yellow QA gate for tasks in 'review' status. READ-ONLY tools only (Read/Grep/Bash) — explicitly cannot fix, only verify. Adversarially checks 5 dimensions (spec compliance, implementation accuracy, test success via real compile/test runs, code quality, dependency integrity), separates critical failures from minor issues, and emits a PASS/FAIL/PARTIAL verdict; failures bounce back to the executor for re-implementation. Least-privilege tool scoping enforces the no-self-grading firewall.",★,https://raw.githubusercontent.com/eyaltoledano/claude-task-master/main/packages/claude-code-plugin/agents/task-checker.md
github/spec-kit,pm-framework,context: fork subagent capability (FORK_CONTEXT_COMMANDS) — present but disabled,"CM-06, CM-07","claude/__init__.py contains the machinery to run a command in a forked subagent context (per Claude Code's run-skills-in-a-subagent), keyed per-command. It is intentionally EMPTY: /analyze was forked (#2511) on the assumption its heavy reads collapse to a short summary, but in practice it returns a 300-500 line report injected back into the main conversation, so each later fork inherited the growing context until the chat froze (#3185). The maintainers' rule: no command opts into context:fork until it genuinely returns a compact result — a deliberate, documented rejection of a leaky context-firewall.",★,https://raw.githubusercontent.com/github/spec-kit/main/src/specify_cli/integrations/claude/__init__.py
rodrigorjsf/prd-generator-plugin,pm-framework,9-agent sequential specialized pipeline,"SA-15, SA-01, SA-02, SA-09","Fixed ordered chain orchestrated by the /prd-new command (model opus): product-interrogator -> official-researcher -> research-validator -> requirements-analyst -> architecture-designer -> prd-writer -> stack-guide-generator -> skills-generator -> cicd-generator. Each is a markdown+frontmatter agent (name/description/tools/model/color) under agents/. Distinct named role personas (analyst, researcher, auditor, architect, writer, generators), color-coded (blue/green/red/purple).",★,https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/commands/prd-new.md | https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/agents/product-interrogator.md | https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/agents/requirements-analyst.md
rodrigorjsf/prd-generator-plugin,pm-framework,research-validator (adversarial fresh-context verifier),"SA-07, SA-09","color:red sonnet agent (tools WebFetch/WebSearch) invoked in a fresh Agent context with ONLY the research_refs — explicitly to prevent confirmation bias ('cannot rationalize accepting bad research because it fits what we decided'). Runs a 5-point checklist (officiality, URL reachability, recency/version, factual consistency, completeness), returns approved/rejected per ref with requery_guidance; orchestrator loops re-research up to 3x then marks partially_validated.",★,https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/agents/research-validator.md
rodrigorjsf/prd-generator-plugin,pm-framework,official-researcher parallel fan-out,"SA-05, SA-17","prd-new dispatches one official-researcher per pending_research item as multiple Agent calls in a single message (parallel). Each is tool-scoped to WebSearch/WebFetch only and hard-constrained by a long blocked_domains list (reddit/medium/stackoverflow/blogs/social/wikipedia) so only vendor docs, standards bodies, and gov portals are consulted.",★,https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/agents/official-researcher.md | https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/commands/prd-new.md
rodrigorjsf/prd-generator-plugin,pm-framework,Model-tiering and least-privilege tool scoping per agent,"SA-16, SA-17",architecture-designer runs on opus (the reasoning-heavy stack-design step); all other 8 agents run on sonnet. Tools are scoped per role: product-interrogator and requirements-analyst get Read only; researchers get WebSearch/WebFetch; the generators (skills/stack-guide/cicd) get Write/Edit/Read/Bash. Orchestrating commands run on opus.,★,https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/agents/architecture-designer.md | https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/agents/product-interrogator.md | https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/agents/official-researcher.md
rodrigorjsf/prd-generator-plugin,pm-framework,Phase-5 parallel generation fan-out,SA-05,"After architecture approval, prd-new dispatches prd-writer + stack-guide-generator + skills-generator + cicd-generator as four Agent calls in one message (parallel), then runs project-docs CREATE mode sequentially, then a verification step listing all 23 expected files and regenerating any missing one.",,https://raw.githubusercontent.com/rodrigorjsf/prd-generator-plugin/main/commands/prd-new.md
sdi2200262/agentic-project-management,pm-framework,Planner → Manager → Workers (Spec/Plan/Rules then dispatched Tasks),"SA-03, SA-01, SA-13","Three named personas in SEPARATE contexts. Planner does discovery and emits Spec+Plan+Rules + populates `.apm/`. Manager reads the Plan and produces self-contained Task Prompts, reviews Reports, maintains state via execution summaries (not raw code). Workers are domain-scoped (frontend/backend/API): each registers to its bus slug, accepts ONLY tasks for its identifier, executes→validates→logs→reports, and explicitly avoids reasoning about broader project state. Classic planner→workers delegation with filesystem handoff.",★,https://raw.githubusercontent.com/sdi2200262/agentic-project-management/main/templates/commands/apm-1-initiate-planner.md | https://raw.githubusercontent.com/sdi2200262/agentic-project-management/main/templates/commands/apm-3-initiate-worker.md | https://raw.githubusercontent.com/sdi2200262/agentic-project-management/main/README.md
sdi2200262/agentic-project-management,pm-framework,apm-archive-explorer (Planner-spawned context subagent),"SA-09, SA-13, SA-07","A markdown+frontmatter agent (name/description) in `templates/agents/`. The Planner spawns it during context-gathering; it reads `.apm/archives/` summaries-first, synthesizes into five fixed categories (scope, design decisions, completed work, known issues, verification handles), and returns ONLY that compact synthesis plus file-path spot-check handles — its raw archive traversal never enters the Planner's context (context firewall), and the verification handles let the Planner adversarially check for stale context.",★,https://raw.githubusercontent.com/sdi2200262/agentic-project-management/main/templates/agents/apm-archive-explorer.md | https://raw.githubusercontent.com/sdi2200262/agentic-project-management/main/templates/commands/apm-1-initiate-planner.md
sdi2200262/agentic-project-management,pm-framework,Worker-spawned debug subagent (task-iteration),"SA-09, SA-07, SA-05","Inside the task-execution loop, if validation fails after the Worker's own investigation, the Worker spawns a debug subagent with structured error details and instructions to trace root causes 'particularly when multiple independent areas could be responsible' — i.e. fresh-context root-cause tracing, optionally fanned out across independent suspect areas, returning findings to the Worker.",★,https://raw.githubusercontent.com/sdi2200262/agentic-project-management/main/templates/guides/task-assignment.md
sdi2200262/agentic-project-management,pm-framework,Per-agent Handoff = context transfer to fresh instance,"SA-13, SA-09","Both Manager (apm-6) and Worker (apm-7) have handoff commands. Instance numbers are tracked in the handoff log frontmatter; an incoming instance reads the Handoff Log + Handoff Prompt off its bus, clears the bus, reconstructs from logs, and confirms readiness — preserving domain familiarity across a model's context-window boundary as a deliberate one-task-many-sessions continuity mechanism.",★,https://raw.githubusercontent.com/sdi2200262/agentic-project-management/main/templates/commands/apm-6-handoff-manager.md | https://github.com/sdi2200262/agentic-project-management/tree/main/templates/commands
sdi2200262/agentic-project-management,pm-framework,Version-control isolation in tracker (branches/worktrees per task),SA-10,"tracker.md carries a per-task Branch column and a Version Control table (base branch, branch convention, commit convention); the Manager handoff log tracks 'active branches, worktrees, pending merges' — workers operate on isolated branches/worktrees to avoid collisions during parallel task execution.",,https://raw.githubusercontent.com/sdi2200262/agentic-project-management/main/templates/apm/tracker.md | https://raw.githubusercontent.com/sdi2200262/agentic-project-management/main/templates/commands/apm-6-handoff-manager.md
