Repo,Scope,Pattern_raw_name,Canonical_codes,How_implemented,Notable,Source_links
garrytan/gstack,pattern-donor,"Tiered preamble injection engine (preamble-tier 1-4, preamble.ts)","CM-01, CM-03, CM-05","Every SKILL.md declares a preamble-tier (1-4) in frontmatter. A TS resolver (scripts/resolvers/preamble.ts + 24 generator modules in preamble/) composes a tier-cumulative preamble injected before the skill's own body. Tier1 (browse/benchmark): bash bootstrap, upgrade check, telemetry/proactive prompts, routing injection, brain-health, completion status. Tier2 (investigate/cso/retro/context-save): +full voice directive, context recovery, writing style, completeness section, confusion protocol, continuous checkpoint, context-health, question tuning. Tier3 (autoplan/office-hours/reviews): +repo-mode + search-before-building. Tier4 (ship/review/qa): same as 3. Order is load-bearing: a comment notes 'Opus reads top-to-bottom and absorbs the first pacing directive it hits; reversing order regresses cadence (v1.6.4.0 bug)'. Invalid tier throws at build.",★,https://raw.githubusercontent.com/garrytan/gstack/main/scripts/resolvers/preamble.ts | https://github.com/garrytan/gstack/tree/main/scripts/resolvers/preamble | https://raw.githubusercontent.com/garrytan/gstack/main/learn/SKILL.md
garrytan/gstack,pattern-donor,Root instruction + skill routing (CLAUDE.md),"CM-02, CM-24","CLAUDE.md is the always-loaded root doc: intent->skill routing table ('Architecture -> /plan-eng-review', 'Bugs -> /investigate', 'Full Pipeline -> /autoplan'), platform-agnostic rule (skills read CLAUDE.md for project config, ask via AskUserQuestion if missing, then PERSIST the answer back into CLAUDE.md for reuse), writing-style policy, and GBrain query preferences. A routing-injection preamble generator offers to append a predefined routing section into the project's CLAUDE.md exactly once per project (gated by HAS_ROUTING/ROUTING_DECLINED flags).",,https://github.com/garrytan/gstack/blob/main/CLAUDE.md | https://raw.githubusercontent.com/garrytan/gstack/main/scripts/resolvers/preamble/generate-routing-injection.ts
garrytan/gstack,pattern-donor,Decision memory (decisions.jsonl) + learnings.jsonl,"CM-14, CM-27, CM-12","Two append-only JSONL stores per project under ~/.gstack/projects/<slug>/. decisions.jsonl: durable architectural calls, surfaced by bin/gstack-decision-search BEFORE re-deciding (anti-rework). learnings.jsonl (the /learn skill): patterns/pitfalls/preferences/insights captured during /review, /ship, /investigate runs, each with confidence 1-10, dedup by (key,type) latest-wins. The skill prunes stale entries (uses Glob to detect deleted files referenced in learnings) and contradictory ones, exports to markdown, and the tier-2 preamble auto-surfaces the top 3 learnings if >5 exist at skill start.",★,https://raw.githubusercontent.com/garrytan/gstack/main/learn/SKILL.md | https://github.com/garrytan/gstack/blob/main/CLAUDE.md
garrytan/gstack,pattern-donor,Continuous Checkpoint Mode + /context-restore,"CM-09, CM-19",Opt-in mode auto-commits WIP as 'WIP:' messages carrying a structured [gstack-context] body (session state embedded in commit bodies). /context-restore reconstructs session state from these crash-recovery commits after a context loss/compaction; /ship filter-squashes the WIP commits before PR to preserve bisect hygiene. A generate-continuous-checkpoint and generate-context-recovery preamble pair wire this into tier-2 skills.,★,https://raw.githubusercontent.com/garrytan/gstack/main/scripts/resolvers/preamble.ts | https://github.com/garrytan/gstack/blob/main/CLAUDE.md
garrytan/gstack,pattern-donor,Developer-profile inferred user model (~/.gstack/developer-profile.json),"CM-26, CM-15","A per-user profile JSON modeling the human: declared + INFERRED dimensions across five axes (scope_appetite, risk_tolerance, detail_preference, autonomy, architecture_care), plus engagement tiers by session count (introduction=0, welcome_back=1-3, regular=4-7, inner_circle=8+). Tracks signals_accumulated, resources_shown (deduped), topics. Nudge eligibility gated by builderSessions>=3 && totalSignals>=5. This profile tunes how skills speak to and pace the user; downstream next-skill recommendations branch on the tier.",★,https://raw.githubusercontent.com/garrytan/gstack/main/bin/gstack-developer-profile | https://raw.githubusercontent.com/garrytan/gstack/main/bin/gstack-builder-profile
gsd-build/get-shit-done,pattern-donor,CONTEXT.md (machine-greppable predicate registry),"CM-02, CM-10, CM-12, CM-17, CM-22, CM-25","Single authoritative operational doc where every fact is a one-line predicate (NAMESPACE.key=value), greppable via `grep '^DEFECT.SOURCE-GREP' CONTEXT.md`. Tiered into Glossary (22+ domain modules with 'Source of truth' file paths), RULESET.* enforceable constraints (CI-checked), WORKTREE.SEAM.* boundary contracts, DEFECT.* failure taxonomy (Symptom/Detect/Fix-forward/Evidence/Root-cause), and an append-only SESSION.* log compressed to predicate refs only. META.RULE.brief-must-cite-doc forces agents to quote predicate IDs verbatim, never paraphrase — an explicit anti-drift governance gate. Both humans and agents load it fresh before dispatch.",★,https://raw.githubusercontent.com/gsd-build/get-shit-done/main/CONTEXT.md
gsd-build/get-shit-done,pattern-donor,AGENTS.md (repo guidelines / root instruction file),CM-02,"Root identity + rules file: directory map (bin/, commands/gsd/, sdk/, agents/, docs/), Node>=22, code-style (CommonJS root / strict-TS ESM SDK), kebab-case naming, test mandate (node:test + vitest, no Jest), PR gate (Closes #NNN + changeset), and security scan requirement (secret-scan.sh, base64-scan.sh, prompt-injection-scan.sh) before release.",,https://raw.githubusercontent.com/gsd-build/get-shit-done/main/AGENTS.md
gsd-build/get-shit-done,pattern-donor,Document-handoff chain: RESEARCH.md → PLAN.md → SUMMARY.md → VERIFICATION.md,"CM-08, CM-10, CM-06, CM-07","Each phase lives under .planning/phases/XX-name/ and the workflow advances by writing artifacts that the next subagent reads: phase-researcher writes {phase}-RESEARCH.md, planner consumes RESEARCH.md + CONTEXT.md + ROADMAP.md + STATE.md and writes PLAN.md, executor consumes PLAN.md and writes SUMMARY.md + STATE.md updates, verifier reads SUMMARY.md adversarially and writes VERIFICATION.md. Subagents return only a compact status block (e.g. '## RESEARCH COMPLETE' with confidence + file path + 3-5 bullets) — the heavy artifact never re-enters orchestrator context (context firewall).",★,https://raw.githubusercontent.com/gsd-build/get-shit-done/main/agents/gsd-phase-researcher.md | https://raw.githubusercontent.com/gsd-build/get-shit-done/main/agents/gsd-planner.md | https://raw.githubusercontent.com/gsd-build/get-shit-done/main/agents/gsd-executor.md
gsd-build/get-shit-done,pattern-donor,STATE.md / ROADMAP.md / SUMMARY.md continuity state,"CM-09, CM-23, CM-27","Executor updates STATE.md (plan position, metrics, decisions, blockers) and ROADMAP.md (progress counts) and writes a substantive SUMMARY.md per plan; on resume it receives continuation state via <completed_tasks> in the prompt. ROADMAP.md carries phase goals + requirement IDs that drive prioritization (goal-anchored). SESSION.* lines in CONTEXT.md fold each session's lessons back as predicate refs.",,https://raw.githubusercontent.com/gsd-build/get-shit-done/main/agents/gsd-executor.md | https://raw.githubusercontent.com/gsd-build/get-shit-done/main/CONTEXT.md
gsd-build/get-shit-done,pattern-donor,gsd-context-monitor.js (agent-facing context-budget hook),"CM-19, CM-03","PostToolUse hook (AfterTool on Gemini) reads a per-session budget bridge file (/tmp/claude-ctx-{session_id}.json written by the statusline), and when remaining context drops below 35% (warning) / 25% (critical) injects advisory text as additionalContext into the conversation stream so the AGENT itself becomes context-budget-aware. Debounced (5 tool uses between warnings); at critical it spawns a background subprocess to record a session-state breadcrumb for recovery before exhaustion.",★,https://raw.githubusercontent.com/gsd-build/get-shit-done/main/hooks/gsd-context-monitor.js | https://github.com/gsd-build/get-shit-done/tree/main/hooks
gsd-build/get-shit-done,pattern-donor,SDK context-engine.ts / context-truncation.ts + planning-journal.ts,"CM-04, CM-14","TypeScript SDK (sdk/src/) carries a context-engine + context-truncation pair for token-budget/relevance optimization, plus planning-journal.ts / planning-runtime.ts / plan-parser.ts that persist and parse planning decisions across phases — planning state lives outside the model window in .planning/ files and is re-loaded just-in-time per phase/session runner.",,https://github.com/gsd-build/get-shit-done/tree/main/sdk/src
huytieu/COG-second-brain,pattern-donor,Numbered vault hierarchy 00-inbox..06-templates,"CM-01, CM-25","Filesystem IS the knowledge store: 00-inbox (profiles/config/MY-INTEGRATIONS.md/MY-PROFILE.md + archive), 01-daily, 02-personal (strict privacy), 03-professional (watchlists/strategy), 04-projects/<slug>/ (braindumps/, PRDs/, competitive/), 05-knowledge (people CRM, consolidated frameworks, research/), 06-templates. Numbering encodes a synthesis gradient inbox->knowledge. No DB, plain markdown, git-versioned, iCloud-synced. CLAUDE.md's 'Vault Structure' section is the always-loaded map of where each kind of info lives.",★,https://raw.githubusercontent.com/huytieu/COG-second-brain/main/README.md | https://raw.githubusercontent.com/huytieu/COG-second-brain/main/CLAUDE.md | https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude-plugin/plugin.json
huytieu/COG-second-brain,pattern-donor,CLAUDE.md framework-instruction root,"CM-02, CM-03","Root identity file ('I'm Claude operating as a COG agent ... 200K token budget'). Encodes ALWAYS-APPLY rules: Model Routing table (delegate-to-Sonnet vs keep-in-Opus), Worker Output Rule (<2K inline / >=2K to file+path), Brain-First Knowledge Protocol (read 05-knowledge/people + 04-projects before answering), citation format, Integration Preferences gate, and global response constraints (max 125 chars/quote). Mirrored to AGENTS.md/.cursorrules for other harnesses.",★,https://raw.githubusercontent.com/huytieu/COG-second-brain/main/CLAUDE.md
huytieu/COG-second-brain,pattern-donor,Brain-First Knowledge Protocol + citation format,"CM-17, CM-04","Before answering about people/projects/strategy: (1) read 05-knowledge/people/, (2) check 04-projects/<project>/, (3) synthesize with attribution. Every durable claim cites '[Source: [[path/to/note]] | YYYY-MM-DD | confidence: high|medium|low]' — wikilink + date + 3-level confidence. Profiles store keys/links to source notes and load them just-in-time rather than inlining everything.",★,https://raw.githubusercontent.com/huytieu/COG-second-brain/main/CLAUDE.md | https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude/agents/brief-people-updater.md
huytieu/COG-second-brain,pattern-donor,Tiered-enrichment people CRM (05-knowledge/people/),"CM-26, CM-17","Three escalating tiers gated by cross-source mention count: Stub (single mention -> name+role+one-line), Moderate (3+ mentions -> exec snapshot + working style + strengths), Full (8+ mentions OR a direct meeting -> all sections). Profiles are APPEND-ONLY: brief-people-updater agent appends dated, source-cited observations to a Timeline and never overwrites; new profiles cloned from 06-templates/people-profile-template.md (sections: Compiled Truth synthesis + append-only Timeline). Explicit rule 'Don't force a full profile on first encounter. Let it build naturally.' Excludes personal/negative/speculative content so profiles stay shareable.",★,https://raw.githubusercontent.com/huytieu/COG-second-brain/main/05-knowledge/people/README.md | https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude/agents/brief-people-updater.md | https://raw.githubusercontent.com/huytieu/COG-second-brain/main/06-templates/people-profile-template.md
huytieu/COG-second-brain,pattern-donor,Worker Output Rule (file-handoff context firewall),"CM-06, CM-08","Workers write results to /tmp/{task-slug}-{context}.md and return ONLY a short status + path (e.g. 'OK: /tmp/research-x.md (5 sources, 23 findings)'). Threshold table: <2K tokens inline, >=2K to file. Lead reads the file and synthesizes — raw worker output never enters the Opus context window. Rationale stated: file I/O is instant, large sequential agent output is slow + token-heavy.",★,https://raw.githubusercontent.com/huytieu/COG-second-brain/main/CLAUDE.md | https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude/agents/worker-researcher.md | https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude/agents/worker-executor.md
huytieu/COG-second-brain,pattern-donor,Knowledge-consolidation living KB (Zettelkasten + monthly consolidation),"CM-12, CM-16, CM-21","Self-rewriting KB: loop-until-dry scan of braindumps/briefs/notes -> pattern recognition across 5 dimensions (frequency, temporal, domain-correlation, contradiction, cross-cutting) -> frameworks with lifecycle status Emerging->Working->Stable, each carrying Core Principles (evidence trails), Use Cases, Boundaries, Evolution History. Monthly consolidation: marked braindumps flip status captured->consolidated with backlinks; DEDUP against 05-knowledge/consolidated/ (update existing rather than create); superseded insights ARCHIVED to 00-inbox/archive/ with replacement note; major shifts get dedicated evolution docs. Deterministic verifier: every principle must link >=1 source or it is dropped; every in-scope doc must be marked consolidated.",★,https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude/skills/knowledge-consolidation/SKILL.md
huytieu/COG-second-brain,pattern-donor,PM document-handoff chain (research->PRD->story->release notes->KB),"CM-08, CM-10","Each skill writes a durable artifact the next reads. generate-prd reads MY-INTEGRATIONS.md + MY-PROFILE.md, writes 9-section PRD to 04-projects/<project>/PRDs/prd-<slug>-YYYY-MM-DD.md; create-user-story, generate-release-notes, update-knowledge-base consume that PRD/project state downstream. The PRD is the source-of-truth artifact; an approval gate blocks publishing to Confluence/Notion until the user OKs.",,https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude/skills/generate-prd/SKILL.md | https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude-plugin/plugin.json
huytieu/COG-second-brain,pattern-donor,In-loop context management (loop-engineering reference),"CM-04, CM-06","Shared loop-engineering skill prescribes context discipline inside iterative skills: externalize progress to a vault file as you go; compact+prune (summarize finished passes, discard raw output once facts extracted); isolate sub-agents (give each worker only the needed slice, collect only conclusions). The Update step (step 5 of the 6-step loop) persists progress so the loop survives compaction.",★,https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude/skills/loop-engineering/SKILL.md
huytieu/COG-second-brain,pattern-donor,Integration-state gate (MY-INTEGRATIONS.md),CM-23,"00-inbox/MY-INTEGRATIONS.md tracks each external tool as Active/Disabled/Unknown; CLAUDE.md mandates checking it before any external call (use Active normally, skip Disabled silently, ask+record Unknown). MY-PROFILE.md anchors active projects, name/role and agent_mode (solo|team) which every skill reads to decide whether to fan out workers. Acts as a per-user goal/state anchor driving routing.",,https://raw.githubusercontent.com/huytieu/COG-second-brain/main/CLAUDE.md | https://raw.githubusercontent.com/huytieu/COG-second-brain/main/.claude/skills/braindump/SKILL.md
iusztinpaul/ai-research-os-workshop,pattern-donor,v4 layout: index.yaml + index.md + raw/ + wiki/ (sources/entities/concepts/comparisons/repos/notes/questions + overview/synthesis),"CM-01, CM-25, CM-12, CM-08","Each research topic is a self-contained directory research-<slug>/. index.yaml is the canonical Tier-2 map (per-source metadata + summaries + uri_source_page pointers); index.md is the Obsidian-navigable mirror; raw/ holds immutable Tier-3 source content; wiki/ holds LLM-synthesized pages. The whole thing is a living, interlinked KB rebuilt incrementally as sources are added — raw notes become an interlinked wiki of source/entity/concept/comparison pages.",★,https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/SKILL.md | https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/CONVENTIONS.md
iusztinpaul/ai-research-os-workshop,pattern-donor,Three/four-layer progressive disclosure (query path),"CM-05, CM-04, CM-28","Query mode reads sources in escalating layers and STOPS when the question is answered: Layer 1 = index.yaml summary (~2-3 sentences); Layer 1.5 = wiki/sources/<slug>.md extended summary; Layer 2 = uri_highlights (user Readwise annotations); Layer 3 = uri_full raw doc (rarely reached). Retrieval is pure markdown/index traversal — no embeddings, no vector store.",★,https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/SKILL.md
iusztinpaul/ai-research-os-workshop,pattern-donor,Context firewall via source_writer subagent,"CM-06, CM-07","source_writer is the ONLY agent that reads a raw file (in full / chunked >2000 lines); it writes wiki/sources/<slug>.md and returns a compact JSON receipt (output_path, entities_referenced, suggested_new_entities, key_claim_count, quote_count). The raw document never enters the orchestrator or any downstream agent's context — 'makes the raw document's presence invisible to all other agents.' wiki_page_writer / wiki_summary_writer read only source pages, never raw.",★,https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/agents/source_writer.md | https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/agents/wiki_page_writer.md
iusztinpaul/ai-research-os-workshop,pattern-donor,Document-handoff chain via intermediary JSON scratch files,"CM-08, CM-20","Pipeline passes typed JSON artifacts step-to-step: researchers emit round*-query*.json → dedup_findings.py merges to round*-deduped.json → discovery-final.json → seeds-augmented.json → source-writer-outputs.json → build_index_yaml.py. Each step reads the prior artifact rather than re-deriving. After successful ingest, Step 7 deletes the intermediary JSONs (top-level only), preserving index.yaml/index.md/log.md/raw/wiki.",★,https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/SKILL.md
iusztinpaul/ai-research-os-workshop,pattern-donor,log.md operation journal,CM-09,"Every run appends a structured entry to log.md (date, mode, topic, source count, rounds, raw files added, wiki page counts, open questions, skipped). Acts as the cross-session continuity/history record for the research dir.",,https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/SKILL.md
iusztinpaul/ai-research-os-workshop,pattern-donor,Wikilink provenance + Synthesis-marking discipline,CM-17,"Every claim sourced from a specific source must wikilink to the raw file or its per-source wiki page (with heading anchor); synthesis-authored (non-sourced) claims must be explicitly prefixed '> Synthesis: ...'. Entity/concept pages carry source_count, mention_count and a confidence level in frontmatter. CONVENTIONS.md enforces this repo-wide.",★,https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/CONVENTIONS.md | https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/agents/source_writer.md
iusztinpaul/ai-research-os-workshop,pattern-donor,research-lint wiki maintenance / consolidation,"CM-16, CM-12","A user-triggered linter runs 4 mechanical checks (orphan sources, missing hubs for concepts/entities mentioned >=3x without a page, missing comparison pages for entity pairs with >=2 mutual links, broken wikilinks) + 3 LLM subagent checks (stale claims contradicted by newer sources, contradictions, open-questions). Contradictions/open-questions auto-append to their wiki pages; rest flag for user judgment. Read-mostly — never mutates source/entity pages. This is scheduled reconciliation/dedup of the KB.",★,https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research-lint/SKILL.md
iusztinpaul/ai-research-os-workshop,pattern-donor,Idempotent / byte-stable rebuilds + KEEP markers,"CM-21, CM-12","build_index_md.py is byte-stable; wiki_page_writer skips writes if byte-identical to existing (noop). Append mode merges via build_index_yaml.py --existing-index (dedup by original_path, new wins) and preserves the original created timestamp via --existing-created. User edits protected by <!-- KEEP --> markers so re-runs don't clobber hand-edits — delta-aware self-rewrite.",★,https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/SKILL.md | https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/agents/wiki_page_writer.md
iusztinpaul/ai-research-os-workshop,pattern-donor,Q&A save-back as slim pointer + knowledge doc,"CM-27, CM-04","In query mode, when an answer cites >=2 sources or the user bookmarks, the knowledge folds into the most appropriate durable doc (entity/concept/comparison/notes page) while wiki/questions/YYYY-MM-DD-<slug>.md stays a <=25-line slim pointer (frontmatter + verbatim Q + one-line why + wikilink to the knowledge doc). Idempotency rule: enrich existing knowledge doc in place rather than duplicate. End-of-query learning folds back into the KB.",★,https://raw.githubusercontent.com/iusztinpaul/ai-research-os-workshop/main/plugins/ai-research-os/skills/research/SKILL.md
modimihir07/agentic-os,pattern-donor,brain/ shared markdown knowledge base + AGENTS.md continuity protocol,"CM-01, CM-02, CM-03, CM-09","brain/ holds always-loaded core context as flat markdown: business-brain.md, active-projects.md, recent-decisions.md, memory.md, constraints.md, identity.md, constitution.md, plus journal/YYYY-MM-DD.md dailies. AGENTS.md is the Tier-1 root identity+rules+output-standards file and prescribes an explicit 5-step session-continuity protocol any new agent (Claude/Cursor/Gemini/Hermes) reads on entry: AGENTS.md -> business-brain.md+memory.md -> data/agent-routes.json -> data/settings.json -> execute then update learnings+audit. This is the cross-session/cross-harness handoff mechanism (no vector DB needed for the read path).",★,https://raw.githubusercontent.com/modimihir07/agentic-os/main/AGENTS.md | https://github.com/modimihir07/agentic-os/tree/main/brain
modimihir07/agentic-os,pattern-donor,SQLite FTS5 memory index (brain/memory_search.py),"CM-14, CM-26","memory_search.py builds a SQLite FTS5 virtual table `memory_fts(id,source,path,title,content,category, tokenize='porter unicode61')` for Porter-stemmed full-text search across brain files, skills, journal and prompts, paired with a `memory_meta` table (timestamps, indexes on source/category for filtering) and an `entities` table. index_brain_files()/index_skills()/index_journal() populate both FTS and meta; search() runs FTS MATCH with ranking and SQLite snippet() highlighting. This is the DB-backed memory store that lives outside any model context window; a /reindex endpoint keeps it fresh.",★,https://raw.githubusercontent.com/modimihir07/agentic-os/main/brain/memory_search.py
modimihir07/agentic-os,pattern-donor,Regex entity extraction into entities table,"CM-26, CM-13","During indexing, regex patterns pull five entity types (person Name-pairs, emails, URLs, acronyms 2+ caps, IP addresses) from each document, dedup them via a set, and store (name,type,context,source,created) in the `entities` table. get_entities() filters by type and returns frequency-ranked results — a lightweight keyword entity layer over the corpus rather than a true typed knowledge graph.",,https://raw.githubusercontent.com/modimihir07/agentic-os/main/brain/memory_search.py
modimihir07/agentic-os,pattern-donor,memory-consolidation skill (scheduled reconciliation),"CM-16, CM-15, CM-27","A weekly skill that aggregates all skills' learnings.md, archives recent-decisions.md entries older than 30 days, compresses duplicate lessons into single entries, synthesizes the result into memory.md, prunes each skill's eval score-history.json to the latest 20 entries, and flags contradictions for human review. Activation is multi-trigger: weekly cron, or threshold-based (learnings.md > 600 words, recent-decisions.md >= 30 entries). This is explicit memory consolidation with age-based archival decay.",★,https://raw.githubusercontent.com/modimihir07/agentic-os/main/skills/memory-consolidation/SKILL.md
modimihir07/agentic-os,pattern-donor,constitution.md governance doc,CM-22,"Six non-negotiable principles (User Sovereignty, Transparency/audit-everything, Cost Consciousness, Adaptive Improvement, Resilient Architecture/multi-agent failover, Consistency&Documentation) plus three prohibitions (no credential exposure, explicit auth for irreversible ops, audit during modifications) and a mandatory 7-step pre-task workflow. Acts as an anti-drift gate read alongside identity.md.",★,https://raw.githubusercontent.com/modimihir07/agentic-os/main/brain/constitution.md
modimihir07/agentic-os,pattern-donor,active-projects.md / recent-decisions.md goal-anchored state,"CM-23, CM-21","active-projects.md (current status) and recent-decisions.md (rolling decision log) are the live state that drives daily-standup and consolidation; AGENTS.md output standards require each task to append to recent-decisions/audit and refresh learnings, so the state docs are self-evolving deltas rather than static.",,https://raw.githubusercontent.com/modimihir07/agentic-os/main/AGENTS.md | https://raw.githubusercontent.com/modimihir07/agentic-os/main/skills/daily-standup/SKILL.md
modimihir07/agentic-os,pattern-donor,audit/ activity log + git auto-commit of brain/skills,"CM-17, CM-19","Every agent action is appended to an audit trail (constitution Transparency principle; run_skill records an audit entry on each trigger), and AGENTS.md output standards mandate auto-committing all brain/ and skills/ changes with descriptive messages — git history + audit log together provide provenance and a persistence hook around task execution.",,https://raw.githubusercontent.com/modimihir07/agentic-os/main/AGENTS.md | https://raw.githubusercontent.com/modimihir07/agentic-os/main/scheduler/scheduler.py
ruvnet/claude-flow,pattern-donor,swarm/ memory namespace (collective shared memory),"CM-20, CM-14, CM-13","Agents coordinate not by passing messages but by reading/writing a shared key-namespace via mcp__claude-flow__memory_usage. Queen writes status to swarm/queen/status and directives to swarm/shared/royal-directives; coder writes swarm/coder/status and swarm/shared/implementation and retrieves dependencies before acting. This is structured inter-agent context passing through a typed durable store (a blackboard), backed by SQLite (WAL mode) + an HNSW/ONNX-384-dim vector index (AgentDB) for semantic recall.",★,https://raw.githubusercontent.com/ruvnet/claude-flow/main/.claude/agents/hive-mind/queen-coordinator.md | https://raw.githubusercontent.com/ruvnet/claude-flow/main/.claude/agents/core/coder.md
ruvnet/claude-flow,pattern-donor,auto-memory-hook.mjs (import/sync bridge) + MEMORY.md index,"CM-19, CM-14, CM-09, CM-16, CM-25",SessionStart hook runs 'import': loads JSON-backed memory store (.claude-flow/data/auto-memory-store.json) into the session and vectorizes entries into AgentDB (.swarm/memory.db) for semantic search. Stop/SessionEnd runs 'sync': writes accumulated insights back to memory files and curates a MEMORY.md index using graph-aware ordering (an LLM-maintained map of where memory lives). Entries carry id/key/namespace/type/content/tags/timestamps; keys formatted claude-memory:{project}:{file}:{section}. Cross-project namespace 'claude-memories' shares Claude Code memories between repos.,★,https://raw.githubusercontent.com/ruvnet/claude-flow/main/.claude/settings.json | https://raw.githubusercontent.com/ruvnet/claude-flow/main/.claude/helpers/auto-memory-hook.mjs
ruvnet/claude-flow,pattern-donor,PreCompact / SessionStart / SessionEnd / Stop hook chain (hook-handler.cjs),"CM-19, CM-06, CM-27","settings.json wires a full lifecycle: PreToolUse(pre-bash), PostToolUse on Write|Edit(post-edit), UserPromptSubmit('route' = auto-task routing), SessionStart(session-restore + memory import), SessionEnd(session-end persist), Stop(memory sync), PreCompact(manual+auto: restore then persist before context compaction), SubagentStop(post-task = capture subagent result back into memory). All route through .claude/helpers/hook-handler.cjs with per-event timeouts. SubagentStop acts as a context firewall point — the subagent's finished work is folded into shared memory rather than left in main context.",★,https://raw.githubusercontent.com/ruvnet/claude-flow/main/.claude/settings.json
ruvnet/claude-flow,pattern-donor,docs/SPEC.md + docs/adr/*.md as binding source-of-truth,"CM-10, CM-22","The coder agent is instructed to consult docs/SPEC.md (functional scope) and docs/adr/*.md (architectural decisions, binding unless superseded) before any design-affecting code, with an explicit precedence rule: ADRs govern architecture, SPEC governs scope. A written spec + ADR set act as the durable anti-drift governance context agents execute against.",,https://raw.githubusercontent.com/ruvnet/claude-flow/main/.claude/agents/core/coder.md
ruvnet/claude-flow,pattern-donor,CLAUDE.md + AGENTS.md root instruction files,CM-02,Repo root ships CLAUDE.md (+ CLAUDE.local.md) and AGENTS.md as identity/capability reference and rules loaded as the always-on instruction layer for the orchestration system.,,https://github.com/ruvnet/claude-flow
smixs/agent-second-brain,pattern-donor,vault/.claude/CLAUDE.md system overview + Session Protocol,"CM-02, CM-01, CM-09, CM-25","Root identity/rules file defines a fixed bootstrap read-order every session: (1) vault/MEMORY.md long-term memory, (2) today's + yesterday's daily entries, (3) goals/3-weekly.md, (4) .session/handoff.md. Declares a Tier-1 root + Tier-2 hub-index model: each domain has a hub file (MEMORY.md for personal, business/_index.md, projects/_index.md) that is the always-known map; leaf cards loaded just-in-time. Encodes card metadata schema (type/description/tags/status/tier), output constraints (max 125-char quotes, KISS).",★,https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/CLAUDE.md
smixs/agent-second-brain,pattern-donor,MEMORY.md long-term memory (replace-not-append),"CM-12, CM-27, CM-21","A single LLM-maintained long-term memory file read at every bootstrap and rewritten at end-of-session 'if decisions/preferences changed'. dbrain-processor Phase 8-9 updates it by REPLACING outdated info rather than appending (explicit rule), tracking key decisions, pipeline changes, financial events. Functions as a living wiki distilled from the daily capture stream.",★,https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/CLAUDE.md | https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/skills/dbrain-processor/SKILL.md
smixs/agent-second-brain,pattern-donor,vault/.session/handoff.md,"CM-09, CM-27","A continuity journal refreshed at end-of-session with progress + observations, and read at the next bootstrap. dbrain-processor Phase 10 specifically writes friction signals (errors, empty days), recurring-behavior patterns, and improvement ideas here -> a structured capture loop that survives session compaction/restart.",★,https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/CLAUDE.md | https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/skills/dbrain-processor/SKILL.md
smixs/agent-second-brain,pattern-donor,autograph decay engine (5-tier Ebbinghaus),"CM-15, CM-16, CM-13","Each vault card carries a tier (core/active/warm/cold/archive). relevance = max(floor, 1.0 - effective_rate * days_since_access); access_count strengthens via strength = 1 + ln(access_count) so frequently-touched cards decay slower. Domain-specific decay rates (contacts 0.005, daily notes 0.020 -> contacts fade in ~100d, daily in ~25d). GRADUATED RECALL: touching a card promotes it exactly ONE tier (archive->cold->warm->active), never a direct jump. Run as a scheduled decay cycle in process.sh's daily memory-decay step.",★,https://raw.githubusercontent.com/smixs/agent-second-brain/main/vault/.claude/skills/autograph/SKILL.md | https://raw.githubusercontent.com/smixs/agent-second-brain/main/scripts/process.sh
